product_id,sku,category_code,brand_code,color,size,material,weight_grams,length_cm,width_cm,height_cm,rating_count,file_name,ingest_timestamp
2000000047089,CKMT-HNK-003MS,HNK,CKMT,Navy,One-Size,Polyester,303,25.7,4.5,14.1,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047096,CKMT-HNK-003MT,HNK,CKMT,Gray,One-Size,Polyester,625,19.7,14.6,5.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047102,NOVW-CE-003MU,CE,NOVW,Beige,One-Size,Glass,119,18.4,15.4,16.7,25,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047119,VOLT-CE-003MV,CE,VOLT,Pink,One-Size,Wood,216,20.3,17.6,7.6,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047126,CSNV-HNK-003MW,HNK,CSNV,Red,One-Size,Cotton,452,12.9,19.8,8.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047133,MOSA-APP-003MX,APP,MOSA,Blue,M,Rubber,260,18.7,20.7,6.5,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047140,VOLT-CE-003MY,CE,VOLT,Red,One-Size,Plastic,182,21.3,9.2,8.5,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047157,CKMT-HNK-003MZ,HNK,CKMT,Green,One-Size,Steel,853,16.7,11,6.9,682,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047164,PHTX-CE-003N0,CE,PHTX,Yellow,One-Size,Rubber,358,31.1,10.7,7,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047171,RDMR-BKS-003N1,BKS,RDMR,null,One-Size,Rubber,212,25.2,14.3,1.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047188,BTNQ-BPC-003N2,BPC,BTNQ,Green,One-Size,Plastic,356,16.1,8.5,10.5,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047195,WRMH-HNK-003N3,HNK,WRMH,Beige,One-Size,Polyester,556,29.4,9.7,5.3,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047201,SWCR-SPT-003N4,SPT,SWCR,Gray,S,Plastic,123,13.6,10.3,8.5,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047218,CKMT-HNK-003N5,HNK,CKMT,Purple,One-Size,Steel,1585,23.6,9.5,7.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047225,ZNTH-CE-003N6,CE,ZNTH,Gray,One-Size,Polyester,210,9.9,17.9,10.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047232,ACME-CE-003N7,CE,ACME,Red,One-Size,Polyester,126,15.9,18.9,8.9,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047249,TRBZ-SPT-003N8,SPT,TRBZ,Purple,M,Rubber,86,23.8,20.9,8.5,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047256,ARFT-SPT-003N9,SPT,ARFT,Beige,L,Rubber,180,31.1,15.3,7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047263,BLIN-BKS-003NA,BKS,BLIN,null,One-Size,Leather,1874,26.2,6.2,8.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047270,ZNTH-CE-003NB,CE,ZNTH,Green,One-Size,Paper,144,17,14,7.8,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047287,NOVW-CE-003NC,CE,NOVW,Navy,One-Size,Steel,54,32.6,5.8,4.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047294,BLIN-BKS-003ND,BKS,BLIN,null,One-Size,Rubber,214,24.5,15.3,9.2,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047300,TRBZ-SPT-003NE,SPT,TRBZ,Green,L,Wood,69,17.5,11.6,14.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047317,STCR-HNK-003NF,HNK,STCR,Black,One-Size,Cotton,119,19.4,13.8,3.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047324,DLHV-GRC-003NG,GRCY,DLHV,Beige,One-Size,Steel,380,19.3,9.9,8.6,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047331,HMNS-HNK-003NH,HNK,HMNS,Pink,One-Size,Wood,166,29.8,5.8,6.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047348,GLOW-BPC-003NI,BPC,GLOW,Blue,One-Size,Cotton,117,20.3,13.7,7.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047355,FTFX-APP-003NJ,APP,FTFX,Silver,XL,Aluminum,181,20.8,3.9,10.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047362,SKYL-CE-003NK,CE,SKYL,Pink,One-Size,Steel,365,28.9,14,12.5,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047379,NTHR-APP-003NL,APP,NTHR,Purple,One-Size,Paper,444,21.6,18.1,8,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047386,PHTX-CE-003NM,CE,PHTX,Green,One-Size,Rubber,273,8.6,19.8,9.2,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047393,ZNTH-CE-003NN,CE,ZNTH,Yellow,One-Size,Wood,150,28.6,2.1,10.4,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047409,ZNTH-CE-003NO,CE,ZNTH,Pink,One-Size,Aluminum,176,30.9,13.2,12.2,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047416,FRMJ-GRC-003NP,GRCY,FRMJ,Silver,One-Size,Aluminum,183,12.5,7.6,6.9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047423,SWCR-SPT-003NQ,SPT,SWCR,White,XL,Glass,169,36.6,15.6,6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047430,NTHR-APP-003NR,APP,NTHR,Pink,One-Size,Wood,649,29.4,14,5,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047447,ABLF-APP-003NS,APP,ABLF,White,S,Wood,148,9.8,13.6,5.8,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047454,BLIN-BKS-003NT,BKS,BLIN,null,One-Size,Cotton,979,32.2,16.8,10.1,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047461,DLHV-GRC-003NU,GRCY,DLHV,Navy,One-Size,Rubber,283,18.4,14.3,10.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047478,PGTR-BKS-003NV,BKS,PGTR,null,One-Size,Paper,449,25,10.4,3.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047485,FRMJ-GRC-003NW,GRCY,FRMJ,Pink,One-Size,Rubber,86,15.3,9.1,6.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047492,ARFT-SPT-003NX,SPT,ARFT,Gray,L,Paper,362,22.7,5.6,7.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047508,SMLN-SPT-003NY,SPT,SMLN,Yellow,M,Cotton,150,30.5,18.8,1,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047515,QLHS-BKS-003NZ,BKS,QLHS,null,One-Size,Wood,325,22.5,9.7,6.3,15,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047522,KDLN-TOY-003O0,TOY,KDLN,Navy,One-Size,Glass,241,15.7,9.5,5.7,17,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047539,GLOW-BPC-003O1,BPC,GLOW,Navy,One-Size,Rubber,82,13.9,18.3,12.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047546,WRMH-HNK-003O2,HNK,WRMH,Navy,One-Size,Plastic,264,13.9,17.4,9.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047553,STAC-BKS-003O3,BKS,STAC,null,One-Size,Steel,322,19.6,8.5,5.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047560,VOLT-CE-003O4,CE,VOLT,White,One-Size,Leather,727,38.8,13.7,8.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047577,GRBK-GRC-003O5,GRCY,GRBK,Purple,One-Size,Wood,418,23.6,10.8,8.3,12,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047584,MOSA-APP-003O6,APP,MOSA,Beige,M,Glass,146,13.5,17.7,10.8,8,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047591,PGTR-BKS-003O7,BKS,PGTR,null,One-Size,Cotton,85,22.4,10.3,10.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047607,NTHR-APP-003O8,APP,NTHR,Green,L,Glass,235,30,7.1,11.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047614,TNGR-TOY-003O9,TOY,TNGR,Green,One-Size,Steel,536,4.2,2,13,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047621,SMLN-SPT-003OA,SPT,SMLN,White,S,Glass,487,5.1,10.8,7.7,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047638,ECOT-CE-003OB,CE,ECOT,Purple,One-Size,Rubber,1282,8.7,11.4,8.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047645,SKYL-CE-003OC,CE,SKYL,Blue,One-Size,Aluminum,146,27.3,10.9,7.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047652,LFSP-BKS-003OD,BKS,LFSP,null,One-Size,Wood,166,7.7,11,11.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047669,PHTX-CE-003OE,CE,PHTX,Beige,One-Size,Plastic,1055,26.4,11.8,8.7,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047676,CSNV-HNK-003OF,HNK,CSNV,Red,One-Size,Leather,1518,36.5,14.3,7.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047683,CSNV-HNK-003OG,HNK,CSNV,Purple,One-Size,Plastic,75,24.7,15.2,9.1,132,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047690,ALMS-BPC-003OH,BPC,ALMS,Purple,One-Size,Wood,491,10,23.3,3.8,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047706,GGRN-GRC-003OI,GRCY,GGRN,Black,One-Size,Rubber,44,32.1,11.7,8,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047713,ECOT-CE-003OJ,CE,ECOT,Navy,One-Size,Leather,103,13.6,16.6,2.8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047720,RKBR-TOY-003OK,TOY,RKBR,Purple,One-Size,Paper,96,21.5,14.6,9.8,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047737,GRBK-GRC-003OL,GRCY,GRBK,White,One-Size,Rubber,345,23.5,5.8,2.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047744,CBLT-APP-003OM,APP,CBLT,Red,XS,Wood,172,11.9,13,9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047751,ECOT-CE-003ON,CE,ECOT,Yellow,One-Size,Rubber,939,16.6,12.5,11.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047768,COTC-APP-003OO,APP,COTC,Green,XXL,Paper,355,20.1,11.2,12.3,10,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047775,CSNV-HNK-003OP,HNK,CSNV,Red,One-Size,Paper,600,8.7,6.9,12.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047782,PRLV-HNK-003OQ,HNK,PRLV,Red,One-Size,Glass,188,28.1,16.6,5.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047799,VOLT-CE-003OR,CE,VOLT,Black,One-Size,Glass,278,16.6,22.9,9.6,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047805,WRMH-HNK-003OS,HNK,WRMH,Black,One-Size,Steel,307,30.1,18,11.3,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047812,QLHS-BKS-003OT,BKS,QLHS,null,One-Size,Cotton,451,8.7,3.3,8.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047829,RDMR-BKS-003OU,BKS,RDMR,null,One-Size,Rubber,89,6.3,10.6,8.6,8,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047836,PRSD-SPT-003OV,SPT,PRSD,Pink,S,Plastic,102,15.8,7.2,6,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047843,FTFX-APP-003OW,APP,FTFX,Pink,XS,Aluminum,251,25.1,21.3,5.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047850,WRMH-HNK-003OX,HNK,WRMH,Navy,One-Size,Cotton,140,22.8,2,6.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047867,ECOT-CE-003OY,CE,ECOT,Navy,One-Size,Rubber,267,21.6,9.7,13.8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047874,SMLN-SPT-003OZ,SPT,SMLN,Purple,XXL,Leather,213,22.8,14.1,7.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047881,AQPR-HNK-003P0,HNK,AQPR,Blue,One-Size,Wood,527,17.4,9.2,9.5,10,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047898,HMNS-HNK-003P1,HNK,HMNS,Yellow,One-Size,Glass,326,3,8.4,7.9,20,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047904,FRFL-GRC-003P2,GRCY,FRFL,Silver,One-Size,Cotton,160,15.3,6.9,11.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047911,FRMJ-GRC-003P3,GRCY,FRMJ,Green,One-Size,Wood,115,23.5,5.2,9.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047928,NTHR-APP-003P4,APP,NTHR,Silver,XS,Glass,300,23.3,10,11,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047935,CKMT-HNK-003P5,HNK,CKMT,Pink,One-Size,Plastic,467,36.8,12.4,14.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047942,CBLT-APP-003P6,APP,CBLT,Yellow,XL,Plastic,68,25.7,20.5,6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047959,AQPR-HNK-003P7,HNK,AQPR,Black,One-Size,Rubber,345,16,6.3,6.5,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047966,STCR-HNK-003P8,HNK,STCR,White,One-Size,Rubber,536,17.6,14.4,9.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047973,SLKE-BPC-003P9,BPC,SLKE,Navy,One-Size,Cotton,280,21.3,20.6,6.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047980,STCR-HNK-003PA,HNK,STCR,Silver,One-Size,Wood,140,4.7,8.7,6.6,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000047997,PLCB-TOY-003PB,TOY,PLCB,Silver,One-Size,Plastic,184,17.2,11.2,10,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048000,ECOT-CE-003PC,CE,ECOT,Gray,One-Size,Paper,157,23.8,7.8,4.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048017,VOLT-CE-003PD,CE,VOLT,Yellow,One-Size,Plastic,228,17.4,6.7,9.1,10,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048024,NTCH-GRC-003PE,GRCY,NTCH,Pink,One-Size,Wood,202,10.8,16.4,8,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048031,DMLX-BPC-003PF,BPC,DMLX,Black,One-Size,Wood,41,13.7,12.5,4.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048048,URTL-APP-003PG,APP,URTL,Blue,M,Paper,104,32.6,14.3,12.3,9,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048055,WRMH-HNK-003PH,HNK,WRMH,Yellow,One-Size,Steel,152,34.7,2.7,7.9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048062,WRMH-HNK-003PI,HNK,WRMH,Gray,One-Size,Steel,132,15.6,13.9,3,13,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048079,TNGR-TOY-003PJ,TOY,TNGR,Black,One-Size,Glass,125,19.8,2,5.6,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048086,NTHR-APP-003PK,APP,NTHR,Navy,XXL,Plastic,110,17.8,12.6,6.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048093,GRBK-GRC-003PL,GRCY,GRBK,Yellow,One-Size,Plastic,276,5.1,14.4,7.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048109,PRLV-HNK-003PM,HNK,PRLV,Pink,One-Size,Plastic,232,24,12.6,11.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048116,PRLV-HNK-003PN,HNK,PRLV,Purple,One-Size,Aluminum,297,19,5.9,5.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048123,FTFX-APP-003PO,APP,FTFX,Gray,XS,Aluminum,415,35.4,22.2,7,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048130,FTFX-APP-003PP,APP,FTFX,Black,L,Polyester,164,19.1,16.7,3.8,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048147,DMLX-BPC-003PQ,BPC,DMLX,Beige,One-Size,Glass,350,5,13.7,9,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048154,HPFN-TOY-003PR,TOY,HPFN,Beige,One-Size,Paper,370,8.9,15.3,10.8,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048161,FRMJ-GRC-003PS,GRCY,FRMJ,Silver,One-Size,Wood,156,12.1,13.5,5.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048178,CKMT-HNK-003PT,HNK,CKMT,White,One-Size,Leather,938,10.5,15.6,4.3,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048185,BTNQ-BPC-003PU,BPC,BTNQ,Yellow,One-Size,Leather,156,31.8,16.7,10.6,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048192,ARFT-SPT-003PV,SPT,ARFT,Pink,XXL,Rubber,99,15.2,10.1,8.2,11,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048208,MOSA-APP-003PW,APP,MOSA,Blue,XL,Glass,287,28,19.7,7.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048215,GGRN-GRC-003PX,GRCY,GGRN,Blue,One-Size,Steel,715,26.9,7.9,10.8,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048222,PGTR-BKS-003PY,BKS,PGTR,null,One-Size,Glass,290,4.1,21.5,8.1,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048239,CKMT-HNK-003PZ,HNK,CKMT,Green,One-Size,Polyester,365,22.6,14.1,2.8,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048246,NTCH-GRC-003Q0,GRCY,NTCH,Blue,One-Size,Paper,452,16.2,3.2,5.5,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048253,URTL-APP-003Q1,APP,URTL,Black,M,Cotton,516,10.9,16.1,8.7,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048260,SKYL-CE-003Q2,CE,SKYL,Red,One-Size,Paper,181,15.2,12.7,4.5,14,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048277,SLKE-BPC-003Q3,BPC,SLKE,Yellow,One-Size,Plastic,228,4.7,29.3,8.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048284,HMNS-HNK-003Q4,HNK,HMNS,Blue,One-Size,Aluminum,301,24.2,16.9,7.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048291,ECOT-CE-003Q5,CE,ECOT,Yellow,One-Size,Rubber,747,24.1,12.1,3.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048307,GLOW-BPC-003Q6,BPC,GLOW,Yellow,One-Size,Polyester,569,6.9,10.4,13.3,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048314,NTHR-APP-003Q7,APP,NTHR,Purple,L,Aluminum,160,32.5,6.1,10.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048321,CBLT-APP-003Q8,APP,CBLT,Purple,S,Cotton,60,26.5,10.9,9.5,8,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048338,CSNV-HNK-003Q9,HNK,CSNV,Pink,One-Size,Rubber,129,19.4,5.9,5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048345,HMNS-HNK-003QA,HNK,HMNS,White,One-Size,Rubber,380,19.4,10.5,7.1,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048352,CKMT-HNK-003QB,HNK,CKMT,White,One-Size,Aluminum,257,30.6,12.3,8.8,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048369,ABLF-APP-003QC,APP,ABLF,Black,XL,Leather,667,16.5,11.7,8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048376,WRMH-HNK-003QD,HNK,WRMH,Pink,One-Size,Polyester,215,12.2,13.5,7.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048383,ABLF-APP-003QE,APP,ABLF,Pink,L,Aluminum,382,3,25.1,8.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048390,WRMH-HNK-003QF,HNK,WRMH,Pink,One-Size,Wood,559,14.5,7.7,9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048406,NOVW-CE-003QG,CE,NOVW,Blue,One-Size,Steel,297,22.7,2.2,4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000048413,ECOT-CE-003QH,CE,ECOT,Green,One-Size,Glass,176,24,13,10.5,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
